Id,Games,City,Sport,Event,Medal
41298,1972 Summer,Munich,Athletics,Athletics Men's Long Jump,NA
41299,1988 Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
41300,1992 Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,NA
41301,1948 Summer,London,Boxing,Boxing Men's Middleweight,NA
41302,1972 Summer,Munich,Athletics,Athletics Women's 800 metres,NA
41303,1972 Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
41304,1980 Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Downhill,NA
41305,1980 Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
41306,1980 Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Slalom,NA
41307,1988 Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,NA
41308,1992 Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,NA
41309,1996 Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,NA
41310,1996 Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,NA
41311,1980 Summer,Moskva,Athletics,Athletics Women's High Jump,NA
41312,1956 Summer,Melbourne,Boxing,Boxing Men's Welterweight,NA
41313,1968 Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,NA
41314,1968 Summer,Mexico City,Athletics,Athletics Men's High Jump,NA
41315,1948 Summer,London,Boxing,Boxing Men's Bantamweight,NA
41316,1952 Summer,Helsinki,Boxing,Boxing Men's Flyweight,Bronze
41317,1980 Summer,Moskva,Athletics,Athletics Men's 400 metres,NA
41318,1980 Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
41319,1984 Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,NA
41320,1972 Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,NA
41321,1972 Summer,Munich,Athletics,Athletics Men's Long Jump,NA
41322,1976 Summer,Montreal,Athletics,Athletics Men's High Jump,NA
41323,1980 Summer,Moskva,Athletics,Athletics Men's 800 metres,NA
41324,1980 Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,NA
41325,1984 Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA
41326,1988 Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
41327,1992 Summer,Barcelona,Athletics,Athletics Women's 800 metres,NA
41328,1992 Summer,Barcelona,Athletics,"Athletics Women's 1,500 metres",NA
41329,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,NA
41330,1972 Summer,Munich,Athletics,Athletics Men's Pole Vault,NA
41331,1976 Summer,Montreal,Athletics,Athletics Men's Pole Vault,NA
41332,1968 Summer,Mexico City,Boxing,Boxing Men's Featherweight,NA
41333,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,NA
41334,1972 Summer,Munich,Athletics,Athletics Women's 800 metres,NA
41335,1972 Summer,Munich,Athletics,"Athletics Women's 1,500 metres",NA
41336,1976 Summer,Montreal,Athletics,"Athletics Women's 1,500 metres",NA
41337,2000 Summer,Sydney,Athletics,Athletics Men's Javelin Throw,NA
41338,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,NA
41339,2000 Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,Silver
41340,2004 Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Silver
41341,2008 Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,NA
41342,1980 Summer,Moskva,Athletics,Athletics Women's 100 metres,NA
41343,1980 Summer,Moskva,Athletics,Athletics Women's 200 metres,NA
41344,1980 Summer,Moskva,Athletics,Athletics Women's 400 metres,NA
41345,1952 Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",NA
41346,2008 Summer,Beijing,Athletics,Athletics Women's Marathon,NA
41347,2012 Summer,London,Athletics,Athletics Women's Marathon,NA
41348,1992 Summer,Barcelona,Athletics,Athletics Men's Pole Vault,Silver
41349,1996 Summer,Atlanta,Athletics,Athletics Men's Pole Vault,Silver
41350,1992 Summer,Barcelona,Athletics,Athletics Women's 200 metres,NA
41351,1992 Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
41352,1996 Summer,Atlanta,Athletics,Athletics Women's 100 metres,NA
41353,2000 Summer,Sydney,Athletics,Athletics Women's 100 metres,NA
41354,2000 Summer,Sydney,Athletics,Athletics Women's 200 metres,NA
41355,2000 Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,NA
41356,1948 Summer,London,Boxing,Boxing Men's Featherweight,NA
41357,1980 Summer,Moskva,Athletics,Athletics Men's 400 metres,NA
41358,1980 Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,NA
41359,1980 Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,NA
41360,1968 Summer,Mexico City,Athletics,Athletics Women's 200 metres,NA
41361,1968 Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,NA
41362,1984 Summer,Los Angeles,Athletics,Athletics Men's Long Jump,NA
41363,1984 Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,NA
41364,1984 Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,NA
41365,1988 Summer,Seoul,Boxing,Boxing Men's Lightweight,NA
41366,1996 Summer,Atlanta,Athletics,Athletics Women's Discus Throw,NA
41367,1992 Summer,Barcelona,Athletics,Athletics Men's 100 metres,NA
41368,1992 Summer,Barcelona,Athletics,Athletics Men's 100 metres,NA
41369,1992 Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,NA
41370,1984 Summer,Los Angeles,Boxing,Boxing Men's Featherweight,NA
41371,1984 Summer,Los Angeles,Athletics,Athletics Men's Marathon,NA
41372,1980 Summer,Moskva,Boxing,Boxing Men's Middleweight,NA
41373,2000 Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,NA
41374,1992 Summer,Barcelona,Athletics,"Athletics Men's 5,000 metres",NA
41375,2000 Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,NA
41376,1968 Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
41377,1996 Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,NA
41378,1996 Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",NA
41379,2010 Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
41380,2014 Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
41381,2014 Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,NA
41382,1968 Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,NA
41383,1972 Summer,Munich,Athletics,Athletics Men's Javelin Throw,NA
41384,2002 Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,NA
41385,1980 Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",NA
41386,1980 Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",NA
41387,1984 Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
41388,1984 Summer,Los Angeles,Athletics,Athletics Men's Marathon,Silver
41389,1988 Summer,Seoul,Athletics,Athletics Men's Marathon,NA
41390,1992 Summer,Barcelona,Athletics,Athletics Men's Marathon,NA
41391,2016 Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",NA
41392,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,NA
